Convocatoria anterior,Código de curso,Curso,Objetivos,Contenidos,Requisitos,Etiquetas,Libros,Moodle_url,Portada,Horas,Descripción,Convocatoria,Curso Escolar,1.1,1.2,1.3,1.4,1.5,2.1,2.2,2.3,3.1,3.2,3.3,3.4,4.1,4.2,4.3,5.1,5.2,5.3,6.1,6.2,6.3,6.4,6.5
True,690.0,ROBÓTICA EDUCATIVA CON mBot,"•        Conocer las características de este rotot
•        Saber utilizar mbot con programas sencillos en entorno gráfico orientado a primaria
•        Conocer actividades de este robot para promocionar el pensamiento computacional
",Módulo 1: - Qué es mBot - Arduino: El corazón de mBot - Componentes exteriores - Preparando mBlock - Dos modos de funcionar mBot Módulo 2 - Módulos electrónicos: Botón- led- buzzer - IR y luz - Componentes exteriores: Sigue líneas - distancia y Matriz de leds Módulo 3 - Evitar obstáculos - Upload tu Arduino - Seguir un circuito - Evitar caerse - mBot en infantil - Avanzado,"* Es necesario haber realizado una FORMACIÓN BÁSICA EN SCRATCH y formacion del curso MBOT
 * kit de robótica específico de este curso que se puede ver en los contenidos
 * Disponer de un ordenador con conexión a Internet.
 * Saber navegar por internet, buscar información y descargar y subir archivos
 * Conocimientos básicos sobre manejo del ordenador: abrir y cerrar programas, guardar archivos, añadir mensajes en foros...
 * Conocimientos básicos de electricidad
 * Aunque el curso se repasa de forma muy básica los fundamentos de la electrónica, es requisito conocerlos anteriormente para seguir el curso",STEAM/Robótica,robotica-educativa-con-mbot,https://moodle.catedu.es/course/view.php?id=52,https://moodle.catedu.es/pluginfile.php/1364/course/overviewfiles/25537637820_cd54809915_z.jpg,10.0,En este curso vamos a conocer y programar este robot: Para hacer este curso hay que saber previamente SCRATCH. M1 Preparados... Programación basada en SCRATCH (mBlock) Amplia gama de sensores y actua…,1.0,2022-23,A2,A2,A1,B1,A2,,B1,,B1,,,,,,,A1,,A1,,,,,A1
True,700.0,ROBÓTICA EDUCATIVA CON mBot AVANZADO,"   Ampliar las características y posibilidades del robot mBot de Makeblock, utilizando diferentes accesorios
   Aprender y jugar: Gamificación con los módulos exteriores nuevos 
",Módulo 1: - mBot en Infantil - Robot polilla - Come dinosaurios - Seguir circuito - Evitar caerse - Radar - Matemáticas y robótica - El infinito y más alla… Módulo 2: - Acelerómetro - Potenciómetro - Sensor sonido - Sensor IR - Sensor PIR Módulo 3: - Escarabajos - Servos - Garras y brazos,"* Es necesario haber realizado una FORMACIÓN BÁSICA EN SCRATCH 
 * kit de robótica específico de este curso que se puede ver en los contenidos
 * Disponer de un ordenador con conexión a Internet.
 * Saber navegar por internet, buscar información y descargar y subir archivos
 * Conocimientos básicos sobre manejo del ordenador: abrir y cerrar programas, guardar archivos, añadir mensajes en foros...
 * Conocimientos básicos de electricidad
 * Aunque el curso se repasa de forma muy básica los fundamentos de la electrónica, es requisito conocerlos anteriormente para seguir el curso",STEAM/Robótica,robotica-educativa-con-mbot-II,https://moodle.catedu.es/course/view.php?id=53,https://moodle.catedu.es/pluginfile.php/1374/course/overviewfiles/mbotII.png,20.0,,1.0,2022-23,A2,A2,A1,B1,A2,,B1,,B1,,,,,,,A1,,A1,,,,,A1
True,710.0,ROBÓTICA EN INFANTIL: BEE-BOT,"    Robotica en infantil, primeros pasos en el pensamiento computacional
   Vision espacial y planificación",Módulo 1. Teoría: - ¿Qué es el BeeBot? - Introducirlo en el aula - Crea tus plantillas - Actividades más complejas Módulo 2. Práctica: - Crea tu actividad y cuélgalo en el muro,"* kit de robótica específico de este curso que se puede ver en los contenidos
 * Disponer de un ordenador con conexión a Internet.
 * Saber navegar por internet, buscar información y descargar y subir archivos
 * Conocimientos básicos sobre manejo del ordenador: abrir y cerrar programas, guardar archivos, añadir mensajes en foros...
 * Conocimientos básicos de grabación de vídeo con móvil y subida a Youtube",STEAM/Robótica,robotica-en-infantil-con-bee-bot,https://moodle.catedu.es/course/view.php?id=55,https://moodle.catedu.es/pluginfile.php/1394/course/overviewfiles/bee-bot.jpg,10.0,,1.0,2022-23,A2,A2,A1,B1,A2,,A2,,B1,,,,,,,,,A1,,,,,A1
True,715.0,ROBÓTICA SPHERO MINI,"•        Conocer las características de este rotot
•        Saber utilizar Sphero con programas sencillos en entorno gráfico orientado a primaria
",1 INTRODUCCIÓN Portada 1.1 Primero: APP de Jugar 1.2 Segundo: APP de Programar Registrarse 1.3 Encender 1.4 Apagar 2 A PROGRAMAR!! 2.1 Giro-mensaje 2.2 Malabares 2.3 Cuadrado 2.4 ¿Ganaré la lotería? 2.5 Actividades de otros 2.6 Conclusiones 3 PARA SABER MÁS … 3.1 Pensamiento computacional 3.2 Robótica educativa 3.3 Muro,"* Es necesario haber realizado una FORMACIÓN BÁSICA EN SCRATCH 
 * kit de robótica específico de este curso que se puede ver en los contenidos
 * Disponer de un ordenador con conexión a Internet.
 * Saber navegar por internet, buscar información y descargar y subir archivos
 * Conocimientos básicos sobre manejo del ordenador: abrir y cerrar programas, guardar archivos, añadir mensajes en foros...
 * Conocimientos básicos de electricidad
 * Aunque el curso se repasa de forma muy básica los fundamentos de la electrónica, es requisito conocerlos anteriormente para seguir el curso",STEAM/Robótica,sphero-curso,https://moodle.catedu.es/course/view.php?id=427,https://moodle.catedu.es/pluginfile.php/71230/course/overviewfiles/2019-09-17%2013_02_59.jpg,10.0,Aprende a programar este simpático robot: Introducción 1 Primero: APP de Jugar 2 Segundo: APP de Programar 2.1 Registrarse 2.2 Crear clase 2.3 Encender 2.4 Apagar 3 A PROGRAMAR!! 3.1 Giro-mensaje 3.2…,1.0,2022-23,A2,A2,A1,B1,A2,,A2,,A2,,A1,,,,,,,A1,,,A1,,A1
False,,SALUD Y PREVENCIÓN DE RIESGOS EN LA ESCUELA EN EL CURSO 2020-21,,Tema 1. Las Enfermedades Transmisibles Tema 2. Enfermedad por coronavirus COVID-19 Tema 3. La irrupción de COVID-19 aplicado al escenario escolar y con sus características específicas.,"● Disponer de un ordenador con conexión a Internet.
● Saber navegar por internet, buscar información y descargar y subir archivos
● Conocimientos básicos sobre manejo del ordenador: abrir y cerrar programas, guardar archivos, enviar correos electrónicos con archivos adjuntos, añadir mensajes en foros...",Salud y bienestar,,https://moodle.catedu.es/course/view.php?id=923,https://moodle.catedu.es/pluginfile.php/105826/course/overviewfiles/9613839743_5e110c06eb_c.jpg,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,
True,720.0,SCRATCH AVANZADO Y MAKEY MAKEY,"Gamificación: Aprender jugando con proyectos
   Makey Makey
   Reinventar, evaluar
",Módulo 1 y Módulo 2: - Elaboración de un proyecto de gamificación para aprender técnicas ampliadas en Scratch. Módulo 3: - Makey Makey. - Reinventar. - Evaluar. - Técnicas más avanzadas.,"* Es necesario haber realizado una FORMACIÓN BÁSICA EN SCRATCH
 * kit de robótica específico de este curso que se puede ver en los contenidos
 * Disponer de un ordenador con conexión a Internet.
 * Saber navegar por internet, buscar información y descargar y subir archivos
 * Conocimientos básicos sobre manejo del ordenador: abrir y cerrar programas, guardar archivos, añadir mensajes en foros...
 * Conocimientos básicos de electricidad",STEAM/Robótica,scratch-avanzado-y-makey-makey,https://moodle.catedu.es/course/view.php?id=56,https://moodle.catedu.es/pluginfile.php/1404/course/overviewfiles/Makey_Makey.jpg,20.0,,1.0,2022-23,A2,A2,A1,B1,A2,,A2,,B1,,,,,,,,,A1,,,,,A1
True,740.0,SENDERISMO,El senderismo es una de las actividades más gratificantes y saludables que se pueden practicar a cualquier edad en el medio natural. El objetivo de este curso es poder desarrollar esta actividad de forma segura.,-Planificar una actividad senderista. -Equiparse adecuadamente. -Actuar con prudencia.,"● Disponer de un ordenador con conexión a Internet.
● Saber navegar por internet, buscar información y descargar y subir archivos
● Conocimientos básicos sobre manejo del ordenador: abrir y cerrar programas, guardar archivos, enviar correos electrónicos con archivos adjuntos, añadir mensajes en foros...",Otros,senderismo,https://moodle.catedu.es/course/view.php?id=164,https://moodle.catedu.es/pluginfile.php/20695/course/overviewfiles/wanderer-455338_1920.jpg,10.0,,1.0,2022-23,A2,A2,,A2,A2,,,,,,,,,,,,,,,,,,
True,751.0,"SONIDO, TECNOLOGÍA y CREACIÓN","Elementos de comprensión y reflexión y análisis sobre el sonido y su uso en diferentes contextos.
Aprender a escuchar. Desarrollo del sentido crítico. 
Proceso creativo de un paisaje sonoro. Diseño sonoro con Audacity.
Conocer técnicas básicas de grabación y sampleo. Móviles, grabadoras digitales portátiles. Generar una biblioteca sonora propia y bancos libres de sonidos
Conocer y experimentar efectos básicos a aplicar sobre el sonido.Conocer las técnicas básicas de la mezcla y combinación de sonidos.
",,"Disponer de un ordenador con conexión a Internet.
Disponer de un móvil para usarlo como grabadora o de una grabadora.
Saber navegar por internet, buscar información y descargar y subir archivos
Conocimientos básicos sobre manejo del ordenador: abrir y cerrar programas, guardar archivos, enviar correos electrónicos con archivos adjuntos, añadir mensajes en foros...
",STEAM/Pensamiento creativo,,https://moodle.catedu.es/course/view.php?id=1049,https://moodle.catedu.es/pluginfile.php/127952/course/overviewfiles/onda.jpg,30.0,,1.0,2022-23,B1,B1,B1,B1,B1,B1,B1,,B1,,,,,,,B1,,B1,,,B1,,B1
True,760.0,TRABAJO COLABORATIVO CON GOOGLE DRIVE,"Manejar herramientas de Google Drive que faciliten el trabajo colaborativo.
Crear, editar y compartir documentos: Documentos de texto, Presentaciones, Formularios, Hojas de Cálculo, Presentaciones, Dibujos, Mapas.
Gestionar grandes cantidades de documentos, datos e información de una forma increíblemente rápida y eficiente.
",Nuestro Drive Documentos de Google. Formularios Hojas de Cálculo. Presentaciones y otras aplicaciones de Google Drive.,"● Disponer de un ordenador con conexión a Internet.
● Saber navegar por internet, buscar información y descargar y subir archivos
● Conocimientos básicos sobre manejo del ordenador: abrir y cerrar programas, guardar archivos, enviar correos electrónicos con archivos adjuntos, añadir mensajes en foros...",Destrezas digitales/básicas,curso-google-drive,https://moodle.catedu.es/course/view.php?id=54,https://moodle.catedu.es/pluginfile.php/1384/course/overviewfiles/achievement-agreement-arms-1068523.jpg,10.0,"Google Drive es un servicio que nos permite guardar archivos en Internet gratuitamente, así como crear nuevos documentos, editar y compartirlos de manera sencilla.+ Google Drive nos ofrece un espacio…",1.0,2022-23,A2,A2,A1,B1,A2,A1,A2,A1,A2,,A1,,A1,,,,,,,A1,A1,,A1
True,790.0,VITALINUX: LINUX EN EDUCACIÓN,"• Entorno de Escritorio de Vitalinux
• Explorador de Archivos
• Instalación de Aplicaciones Linux
• Instalación de Aplicaciones Windows mediante Wine
• Ejemplos de Software Alternativo al usado en Windows
• Gestión de procesos
• Cliente Migasfree: Etiquetado y proceso de comunicación
• Congelación del Escritorio y perfil del usuario
• Personalización a través de Migasfree
• Configuración de la Red
• Creación de un USB Bootable Vitalinux

",- Iniciación a Vitalinux. - El entorno de Escrito. - Organización de Directorios y Archivos. - Instalación de Vitalinux. - Gestión del Software en Vitalinux.,"● Disponer de un ordenador con conexión a Internet.
● Saber navegar por internet, buscar información y descargar y subir archivos
● Conocimientos básicos sobre manejo del ordenador: abrir y cerrar programas, guardar archivos, enviar correos electrónicos con archivos adjuntos, añadir mensajes en foros...",Destrezas digitales/avanzadas,curso-vitalinux,https://moodle.catedu.es/course/view.php?id=81,https://moodle.catedu.es/pluginfile.php/5959/course/overviewfiles/cabecera.png,50.0,Mediante la siguiente formación se mostrará someramente como familiarizarnos con GNU/Linux y con aspectos particulares de la distribución Vitalinux (EDUcación DGA) basada en Lubuntu con su clienteMig…,1.0,2022-23,B1,B1,B1,B1,B1,,B1,,B1,,B1,,,,,B1,,B1,,,B1,,B1
False,,MARCO LEGISLATIVO SOBRE EDUCACIÓN - IE,,Unidad 1: Marco básico legislativo sobre Educación. Unidad 2. Estructura y organigrama del Departamento de Educación y de los Servicios Provinciales. Unidad 3. Sistema aragonés de formación del profesorado. Plan Marco y Decreto de formación vigente. Línea I. Formación para la mejora de las prácticas educativas. Línea II. Formación para el impulso de las metodologías activas- la innovación educativa y la investigación. Línea III. Formación para el apoyo a una escuela abierta y participativa. Línea IV. Formación para el perfeccionamiento continuo y capacitación profesional docente. El Plan Anual de Formación del Profesorado. Unidad 4. Normativa- estructura y funcionamiento de la red de formación del profesorado. Unidad 5. Actividades institucionales de formación. Otras modalidades formativas de formación reconocidas por el Servicio de Formación del Profesorado. Entidades colaboradoras. Planes de formación en Centros. Tipos de actividades formativas promovidas por la Administración Educativa. Plan de Formación. Unidad 6. Certificación y registro de las actividades formativas. Esta actividad se considera equivalente al módulo 1 del bloque común de los itinerarios para asesor de la red de formación del profesorado y para el de coordinador de formación en centros educativos. Resolución 19/1/2017 itinerarios formativos de asesores de formación de profesorado no universitario y coordinadores de formación de centros educativos. Módulo 1. Marco legislativo sobre educación.,"● Disponer de un ordenador con conexión a Internet.
● Saber navegar por internet, buscar información y descargar y subir archivos
● Conocimientos básicos sobre manejo del ordenador: abrir y cerrar programas, guardar archivos, enviar correos electrónicos con archivos adjuntos, añadir mensajes en foros...",Itinerarios formativos/COFO/COFOTAP/ASESORÍA,modulo-1-marco-basico-legislativo,https://moodle.catedu.es/course/view.php?id=160,https://moodle.catedu.es/pluginfile.php/19968/course/overviewfiles/law-1063249_1920.jpg,10.0,Este titulo forma parte del Itinerario a extinguir en 2º CV del 2022-23,1.0,2022-23,A2,A2,,A2,A2,,,,,,,,,,,,,,,,,,
False,,SOPORTES INFORMÁTICOS PARA LA FORMACIÓN DEL PROFESORADO - IE,"Conocer las diferentes herramientas TIC que tiene disponible el asesor de formación o coordinador de formación (COFO) para realizar las actividades.
   El curso NO PRETENDE ser un tutorial de todas las herramientas, pero sí que destaca las características para que el asesor o COFO elija la que le conviene según sus capacidades y según la actividad.
",1. Soportes: Marco legislativo- contenidos dinámicos y cerrados. Diseño- actividad e interacción. 2. Diseño: WORD- pdfs- letras- Google Drive- Scribus- Genially- Generador de textos- imágenes y Qrs. 3. Divulgación: Twitter- Facebook. 4. Contenidos y participación: CMS y LMS. 5. Interacción: Streaming- Twitter- Formularios- Chatbro. Esta actividad se considera equivalente al módulo 2 del bloque común de los itinerarios para asesor de la red de formación del profesorado y para el de coordinador de formación en centros educativos. Resolución 19/1/2017 itinerarios formativos de asesores de formación de profesorado no universitario y coordinadores de formación de centros educativos. Módulo 2. Soportes informáticos de la red de Formación del Profesorado. Formación básica en redes sociales para la creación de contenidos- transmisión y difusión de la formación. Procedimiento y normas de funcionamiento.,"● Disponer de un ordenador con conexión a Internet.
● Saber navegar por internet, buscar información y descargar y subir archivos
● Conocimientos básicos sobre manejo del ordenador: abrir y cerrar programas, guardar archivos, enviar correos electrónicos con archivos adjuntos, añadir mensajes en foros...",Itinerarios formativos/COFO/COFOTAP/ASESORÍA,soportes-informaticos-profesorado,https://moodle.catedu.es/course/view.php?id=173,https://moodle.catedu.es/pluginfile.php/22150/course/overviewfiles/matrix-2953869_1920.jpg,10.0,Este titulo forma parte del Itinerario a extinguir en 2º CV del 2022-23,1.0,2022-23,B1,B1,B1,B1,B1,A1,A1,A1,A1,,,,,,,,,,,,,,
